FAO_code,Latin species name,English,Spanish,French
NTO,Notolepis coatsi,Antarctic jonasfish,Barracudina antártica,Barracudine antarctique
NTP,Notropis boops,Bigeye shiner,,
NTQ,Notropis rubellus,Rosyface shiner,,
NTR,Notropis heterolepis,Blacknose shiner,,
NTS,Notropis nubilus,Ozark minnow,,
NTT,Typhlonarke tarakea,Oval electric ray,,
NTU,Notropis hudsonius,Spottail shiner,,
NTV,Notocetichthys trunovi,,,
NTW,Pennatulacea,Sea pens,,
NTX,Antalis entale,Occidental tuskshell,,
NTY,Typhlonarke aysoni,Blind electric ray,,
NTZ,Natica euzona,Beautifully-banded moon snail,,Natice à belles bandes
NUA,Clinus acuminatus,Sad klipfish,,
NUB,Netuma barba,White sea catfish,,
NUC,Chalcalburnus chalcoides,Danube bleak,,
NUD,Aspidontus dussumieri,Lance blenny,,
NUE,Panulirus echinatus,Brown spiny loster,Langosta marrón,Langouste brune
NUF,Prionurus biafraensis,Biafra doctorfish,,
NUG,Panulirus gracilis,Green spiny lobster,Langosta barbona,Langouste verte
NUH,Paracanthurus hepatus,Palette surgeonfish,,
NUI,Triacanthus biaculeatus,Short-nosed tripodfish,,
NUJ,Panulirus japonicus,Japanese spiny lobster,Langosta japonesa,Langouste japonaise
NUK,Nautilus pompilius,Emperor nautilus,Nautilo común,Nautile flammé
NUL,Panulirus laevicauda,Smoothtail spiny lobster,Langosta verde,Langouste indienne
NUM,Neoeucirrhichthys maydelli,,,
NUN,Antennablennius adenensis,Aden blenny,,
NUO,Blennius ocellaris,Butterfly blenny,,
NUP,Panulirus penicillatus,Pronghorn spiny lobster,Langosta horquilla,Langouste fourchette
NUQ,Anomura,Anomuran decapods nei,Decápodos anomura nep,Décapodes anomura nca
NUR,Panulirus ornatus,Ornate spiny lobster,Langosta ornamentada,Langouste ornée
NUS,Nudiantennarius subteres,Deep-water frogfish,,
NUT,Panulirus interruptus,Mexican spiny loster,Langosta mexicana,Langouste mexicaine
NUU,Panulirus inflatus,Blue spiny lobster,Langosta azul,Langouste bleue
NUV,Panulirus versicolor,Painted spiny lobster,Langosta colorete,Langouste barriolée
NUW,Blennius spp,,,
NUX,Nautilus macromphalus,Bellybutton nautilus,Nautilo ombligo,Nautile bouton
NUY,Nuttallia obscurata,Varnish clam,,
NUZ,Ctenocidaris nutrix,,,
NVA,Neverita albumen,Eggwhite moon snail,,Natice blanc d'oeuf
NVC,Naevochromis chrysogaster,,,
NVE,Neverita peselephanti,Elephant's-foot moon snail,,Natice patte-d'éléphant
NVH,Novumbra hubbsi,Olympic mudminnow,,
NVJ,Neverita josephinia,Josephine's moon-shell,Caracol Josefina,Natice de Josephine
NVM,Novaculichthys macrolepidotus,Seagrass wrasse,,
NVP,Venefica proboscidea,Whipsnout sorcerer,,
NVX,Liponema spp,,,
NWD,Niwaella delicata,,,
NWP,Transennella pannosa,Fine clam,Concha fina,
NWS,Scolopsis taeniatus,Black-streaked monocle bream,,Mamila dos noir
NWX,Lepidotheca spp,Spiny white hydrocorals nei,,
NXA,Nannocharax altus,,,
NXB,Neoodax balteatus,,,
NXC,Caranx caballus,Green jack,,
NXD,Echinotrix diadema,Crowned sea urchin,,
NXF,Nexilosus latifrons,Coquito sergeant,,
NXH,Caranx heberi,Blacktip trevally,,
NXI,Caranx ignobilis,Giant trevally,Jurel gigante,Carangue têtue
NXK,Echinotrix calamaris,Harpooner sea urchin,,
NXL,Caranx latus,Horse-eye jack,,
NXM,Caranx melampygus,Bluefin trevally,Jurel de aleta azul,Carangue aîle bleue
NXN,Caranx caninus,Pacific crevalle jack,,
NXO,Notothenia spp,Notothenia nei,Notothenia nep,Notothenia nca
NXP,Caranx papuensis,Brassy trevally,,
NXS,Caranx senegallus,Senegal jack,,
NXT,Caranx tille,Tille trevally,,
NXU,Caranx lugubris,Black jack,,
NXV,Neaxius vivesi,Small pink lobster,Langostilla rosada,Petite langouste rose
NXX,Pododesmus spp,,,
NYA,Tanyemblemaria alleni,Slender blenny,,
NYB,Nyassachromis breviceps,,,
NYC,Pleuronichthys cornutus,Ridged-eye flounder,,
NYD,Pleuronichthys decurrens,Curlfin sole,Platija aleta de rizo,
NYE,Sciadonus cryptophthalmus,,,
NYH,Notothenia cyanobrancha,Blue rockcod,,
NYJ,Nymphon brachyrhynchum,,,
NYK,Nybelinella erikssoni,,,
NYL,Ancylopsetta cycloidea,Cyclope flounder,,
NYM,Notothenia marionensis,Lobe-lip notothen,,
NYN,Hanleya hanleyi,Eastern hanleya,,
NYO,Neatypus obliquus,Western footballer,,
NYP,Nyctiphanes capensis,,,
NYR,Ancylopsetta dendritica,Three-spot flounder,Lenguado tres ojos,Rite à trois yeux
NYS,Nanichthys simulans,Dwarf saury,,
NYU,Nyctiphanes australis,,,
NYV,Pleuronichthys verticalis,Hornyhead turbot,,
NYX,Nematocarcinus spp,Spider prawns nei,,
NYY,Nedystoma dayi,Day's catfish,,
NYZ,Nephtheidae,,,
NZA,Nezumia aequalis,Common Atlantic grenadier,Granadero liso,Grenadier lisse
NZB,Nezumia bairdi,Marlin-spike grenadier,Granadero narizón,Grenadier de Baird
NZC,Nezumia condylura,,,
NZD,Nezumia duodecim,Twelve-rayed grenadier,,
NZE,Nezumia stelgidolepis,California grenadier,,
NZH,Neanthes kerguelensis,,,
NZI,Nezumia liolepis,Smooth grenadier,,
NZK,Nitzschia closterium,,,
NZL,Nezumia latirostrata,Broadsnout grenadier,,
NZM,Nezumia micronychodon,Smalltooth grenadier,,
NZN,Neozoarces steindachneri,,,
NZO,Nezumia convergens,Peruvian grenadier,,
NZP,Nezumia proxima,Short-tail grenadier,,
NZR,Nezumia loricata,Parrot grenadier,,
NZS,Nezumia sclerorhynchus,Roughtip grenadier,,
NZT,Nezumia orbitalis,Spectacled grenadier,,
OAA,Acanthonus armatus,,,
OAB,Pomatoschistus bathi,,,
OAC,Tonna canaliculata,Channeled tun,,Tonne canaliculée
OAD,Apagesoma delosommatus,,,
OAE,Allosmerus elongatus,Whitebait smelt,,
OAF,Colisa fasciatus,Banded gourami,,
OAG,Abyssobrotula galatheae,,,
OAH,Ostrea atherstonei,Red flat oyster,,
OAI,Pomacanthus imperator,Emperor angelfish,,
OAJ,Solenocera algoensis,Algoa shrimp,,
OAK,Saccostrea kegaki,Kegaki oyster,,
OAL,Solea senegalensis,Senegalese sole,Lenguado senegalés,Sole du Sénégal
OAM,Solea impar,Adriatic sole,,
OAN,Pomacanthus annularis,Bluering angelfish,,
OAO,Solea ovata,Ovate sole,,
OAP,Palaemon pandaliformis,Potitinga prawn,Camarón potitinga,Bouquet potitinga
OAQ,Ostreola equestris,Crested oyster,,
OAR,Caprichthys gymnura,Rigid boxfish,,
OAS,Solea nasuta,Snouted sole,,
OAT,Homola barbata,Homole crab,Homola,Homole
OAU,Aracana aurita,Striped cowfish,,
OAV,Pomacanthus asfur,Arabian angelfish,,
OAW,Osilinus atratus,,Burgado hembra,
OAX,Polydactylus sextarius,Blackspot threadfin,Barbudo de mancha negra,Barbure à tâche noire
OAY,Oman ypsilon,Oman blenny,,
OAZ,Pomacanthus maculosus,Yellowbar angelfish,,
OBA,Obliquichthys maryannae,Oblique-swimming triplefin,,
OBB,Brienomyrus brachyistius,,,
OBC,Osteobrama cotio,,,
OBD,Pomatoschistus microps,Common goby,,Gobie commun
OBE,Bathylychnops exilis,Javelin spookfish,,
OBF,Ostrea puelchana,,,
OBG,Bassogigas gillii,,,
OBH,Heteroscyllium colcloughi,Bluegray carpetshark,Tiburón ciego gris,Requin aveugle gris-bleu
OBI,Barathrites iris,,,
OBJ,Scomberoides tol,Needlescaled queenfish,Jurel saltarín,Sauteur leurre
OBK,Brotula clarki,,,
OBL,Osteobrama belangeri,,,
OBM,Scomberoides commersonnianus,Talang queenfish,Jurel saltador,Sauteur talang
OBN,Scrobicularia plana,Peppery furrow,Almeja de perro,Lavignon poivre
OBO,Bassozetus compressus,,,
OBP,Bathyonus laticeps,,,
OBQ,Procambarus spp,Procambarus crayfishes nei,Cangrejos río Procambarus nep,Écrevisses Procambarus nca
OBR,Benthocometes robustus,,,
OBS,Scombrops boops,Gnomefish,,
OBT,Scomberoides tala,Barred queenfish,Jurel carsia,Sauteur carsia
OBU,Rosenblattia robusta,,,
OBV,Brotulotaenia brevicauda,,,
OBW,Brachaelurus waddi,Blind shark,Tiburón ciego de roca,Requin aveugle des roches
OBX,Ocenebra erinacea,Hedge hog murex,Cornetilla,Murex érinace
OBY,Scomberoides lysan,Doublespotted queenfish,Jurel sable,Sauteur sabre
OBZ,Pomatoschistus minutus,Sand goby,Gobio de arena,Gobie des sables
OCA,Otocinclus affinis,Golden otocinclus,,
OCB,Apocryptes bato,,,
OCC,Octopus vulgaris,Common octopus,Pulpo común,Pieuvre
OCD,Chaenophryne draco,Smooth dreamer,,
OCE,Ochetobius elongatus,,,
OCF,Poecilopsetta colorata,Coloured righteye flounder,,
OCG,Orinocodoras eigenmanni,,,
OCH,Ostrea chilensis,Chilean flat oyster,Ostra chilena,Huître plate chilienne
OCI,Oreochromis malagarasi,,,
OCJ,Pteroctopus tetracirrhus,Fourhorn octopus,Pulpo cuatro cuernos,Poulpe à quatre cornes
OCK,Occella kasawai,,,
OCL,Cherublemma emmelas,Black brotula,,
OCM,Eledone spp,Horned and musky octopuses,Pulpos blancos y almizclados,Élédones communes et musquées
OCN,Octopus macropus,White-spotted octopus,Pulpo patudo,Poulpe tacheté
OCO,Oceanites oceanicus,Wilson's storm petrel,Paíño de Wilson,Océanite de Wilson
OCP,Ocosia apia,,,
OCQ,Octopus conispadiceus,Chestnut octopus,Pulpo espadaña,Poulpe casse-noix
OCR,Poroclinus rothrocki,Whitebarred prickleback,,
OCS,Carcharhinus longimanus,Oceanic whitetip shark,Tiburón oceánico,Requin océanique
OCT,Octopodidae,"Octopuses, etc. nei","Pulpitos, pulpos nep","Pieuvres, poulpes nca"
OCU,Apocryptodon madurensis,,,
OCV,Apodocreedia vanderhorsti,Longfin burrower,,
OCW,Octopus neglectus,,,
OCX,Orectolobiformes,Carpet sharks,,
OCY,Chilara taylori,Spotted cusk-eel,,
OCZ,Octopus spp,Octopuses nei,Pulpos nep,Poulpes nca
ODA,Odontocharacidium aphanes,,,
ODB,Dolichopteryx binocularis,,,
ODC,Odonteleotris macrodon,,,
ODD,Ocypode cordimanus,Common ghost crab,,
ODE,Ostrea denticulata,Denticulate rock oyster,Ostra denticulada,Huître plate de Guinée
ODF,Odontanthias flagris,,,
ODG,Odontostilbe gracilis,,,
ODH,Odontaspis noronhai,Bigeye sand tiger shark,Solrayo ojigrande,Requin noronhai
ODI,Dicrolene intronigra,,,
ODJ,Choerodon schoenleinii,Blackspot tuskfish,,
ODK,Ocypode ceratophthalmus,Horned ghost crab,,
ODL,Oedalechilus labeo,Boxlip mullet,,
ODM,Odontostomops normalops,,,
ODN,Odontoceti,Toothed whales nei,Ballenas odontocetas nep,Baleines odontocètes nca
ODO,Opsodoras boulengeri,,,
ODP,Polydactylus opercularis,Yellow bobo,Barbudo amarillo,Barbure jaune
ODQ,Pododesmus cepio,Abalone jingle shell,Cascabel abalon,Anomie cascabelle
ODR,Odontesthes regia,Chilean silverside,Pejerrey de mar,Athérine chilienne
ODS,Polydactylus plebeius,Striped threadfin,Barbudo rayado,Barbure rayé
ODT,Dannevigia tusca,Australian tusk,,
ODU,Odontomacrurus murrayi,Roundhead grenadier,,
ODV,Podophthalmus vigil,Periscope crab,,
ODW,Ostrea denselamellosa,Japanese flat oyster,,
ODX,Odontoscion xanthops,Yelloweye croaker,,
ODY,Odontodactylus scyllarus,Reef odontoactylid mantis shri,,
ODZ,Oedalechilus labiosus,Hornlip mullet,Lisa morruda,Mulet labéon
OEA,Oreochromis aureus,Blue tilapia,Tilapia azul,
OEB,Doederleinia berycoides,,,
OEC,Capoeta capoeta,,,
OED,Capoeta damascina,,,
OEE,Oedemognathus exodon,,,
OEF,Epetriodus freddyi,,,
OEG,Oreochromis angolensis,,,
OEH,Oreochromis hunteri,,,
OEI,Oreochromis lidole,,,
OEJ,Oreochromis jipe,,,
OEK,Capoetobrama kuschakewitschi,Sharpray,,
OEL,Oreochromis alcalicus,Magadi tilapia,,
OEM,Oreochromis amphimelas,,,
OEN,Carassioides cantonensis,,,
OEO,Oreochromis karongae,,,
OEP,Oreochromis lepidurus,,,
OEQ,Euryalida,Basket stars,,
OER,Oreochromis karomo,Karomo,,
OES,Oreochromis esculentus,,,
OET,Oreochromis leucostictus,,,
OEU,Oreochromis chungruruensis,,,
OEV,Oreochromis variabilis,,,
OEW,Oreochromis korogwe,,,
OEX,Solen rostriformis,Rostrate jackknife,Navaja rostrada,Couteau rostre
OEY,Mormyridae,Elephantsnout fishes nei,,
OEZ,Choerodon azurio,,,
OFA,Ophisternon aenigmaticum,Obscure swamp eel,Anguila falsa,
OFB,Ophthalmotilapia boops,,,
OFC,Ommastrephes caroli,Webbed flying squid,Pota velera,Encornet carol
OFD,Choerodon robustus,Robust tuskfish,Vieja robusta,Maldague robuste
OFE,Ommastrephes pteropus,Orangeback flying squid,Pota naranja,Encornet dos orange
OFF,Ophiogobius ophicephalus,,,
OFG,Otopharynx argyrosoma,,,
OFH,Porphyra umbilicalis,Pink laver,,
OFI,Pontophilus spinosus,Spiny shrimp,Camarón espinudo,Crevette épine
OFJ,Ommastrephes bartrami,Neon flying squid,Pota saltadora,Encornet volant
OFK,Porphyra dioica,,,
OFL,Coryphopterus alloides,Barfin goby,,
OFM,Ophiocara macrolepidota,,,
OFN,Porphyra linearis,Ribboned nori,Cinta colorada,Nori-lancette
OFO,Ostrea lurida,Yaquina oyster,Ostra yaquina,Huître plate yaquina
OFP,Ophieleotris aporos,Snakehead gudgeon,,
OFQ,Porphyra purpurea,Purple laver,,
OFR,Omegophora armilla,Ringed toadfish,,
OFT,Ophioblennius atlanticus,,,
OFU,Porphyra leucosticta,Spotted nori,Lechuga roja,Nori mosaique
OFV,Apodichthys flavidus,Penpoint gunnel,,
OFW,Choerodon spp,Tuskfishes nei,Viejas nep,Maldagues nca
OFX,Porphyra laciniata,,,
OFY,Octopus fangsiao,,,
OGA,Apogonops anomalus,Three-spined cardinalfish,,
OGB,Loligo beka,Beka squid,Calamar beka,Calmar cracheur
OGC,Oregonichthys crameri,Oregon chub,,
OGD,Oreoglanis delacouri,,,
OGE,Pronotogrammus eos,Bigeye bass,,
OGF,Apogon fasciatus,Broadbanded cardinalfish,,
OGG,Onigocia grandisquama,,,
OGH,Porogobius schlegelii,,,
OGI,Coryogalops adamsoni,Adamson's goby,,
OGJ,Glyptophidium japonicum,,,
OGK,Loligo bleekeri,Spear squid,Calamar lanceolado,Calmar lancette
OGL,Corcyrogobius liechtensteini,,,
OGM,Osteogeneiosus militaris,Soldier catfish,,
OGN,Gymnarchus niloticus,Aba,,
OGO,Ogcocephalus corniger,Longnose batfish,,
OGP,Pogonoperca punctata,,,
OGQ,Ostrea angasi,Australian mud oyster,,
OGR,Ogyrides orientalis,Telescope shrimp,Camarón telescopio,Crevuche télescope
OGS,Apogon semilineatus,Half-lined cardinal,,
OGT,Apogon imberbis,Cardinal fish,Salmonete real,Coq
OGU,Oligolepis acutipennis,Sharptail goby,,
OGV,Pinnoctopus cordiformis,,,
OGW,Odontesthes spp,,,
OGX,Apogonichthys perdix,Perdix cardinalfish,,
OGY,Ogilbia cayorum,Key brotula,,
OGZ,Crassostrea gasar,Gasar cupped oyster,Ostión gasar,Huître creuse gasar
OHA,Hiodon tergisus,Mooneye,,
OHB,Scleropages formosus,Asian bonytongue,Pez lengüihueso malayo,Scléropage d'Asie
OHC,Oreichthys cosuatis,,,
OHD,Ophioscion adustus,,,
OHE,Holcomycteronus aequatoris,,,
OHF,Ophthalmolycus bothriocephalus,,,
OHG,Hoplobrotula gnathopus,False kinglip,,
OHH,Arothron hispidus,White-spotted puffer,,
OHI,Oreochromis pangani,,,
OHJ,Pomachromis fuscidorsalis,Tahitian reef-damsel,,
OHK,Oreochromis saka,,,
OHL,Ochmacanthus alternus,,,
OHM,Orthodon microlepidotus,Sacramento blackfish,,
OHN,Hypopleuron caninum,,,
OHO,Oreochromis mortimeri,Kariba tilapia,,
OHP,Ophioscion punctatissimus,Spotted croaker,,
OHQ,Aporrhais pespelecani,Common pelican-foot,Pie de pelicano,Pied de pélican
OHR,Homostolus acer,,,
OHT,Bothus constellatus,Pacific eyed flounder,,
OHU,Oreochromis placidus,Black tilapia,,
OHW,Oreochromis rukwaensis,,,
OHX,Aporrhais serresianus,Serre's pelican-foot,Pie de ganso,Anserine de Serres
OHY,Coranthus polyacanthus,,,
OHZ,Ophthalmolycus spp,,,
OIA,Anostomoides laticeps,,,
OIB,Oidiphorus brevis,,,
OIC,Aesopia cornuta,Unicorn sole,,
OID,Opisthocentrus dybowskii,,,
OIE,Scorpis aequipinnis,Sea sweep,,
OIF,Soletellina diphos,Diphos sanguin,,Sanguinolaire diphos
OIG,Colistium guntheri,,,
OIH,Oreochromis shiranus,,,
OII,Cloridopsis dubia,Mud mantis,Galera de estero,Squille de lagune
OIJ,Moroteuthis ingens,Greater hooked squid,Lurión común,Cornet commun
OIK,Solieria chordalis,False sea pine,Falso pino de mar,Fausse épinette
OIL,Ruvettus pretiosus,Oilfish,Escolar clavo,Rouvet
OIM,Pocillopora damicornis,Cauliflower coral,Coral coliflor,Corail choufleur
OIN,Colistium nudipinnis,,,
OIO,Poecilopsetta albomaculata,,,
OIP,Oreochromis upembae,,,
OIQ,Oreochromis squamipinnis,,,
OIR,Cloridopsis scorpio,Spotted squillid mantis shrimp,,
OIS,Oreochromis salinicola,,,
OIT,Oreochromis tanganicae,,,
OIU,Opistognathus aurifrons,Yellowhead jawfish,,
OIV,Scorpis violacea,Blue maomao,,
OIW,Oreochromis schwebischi,,,
OIX,Pocillopora verrucosa,Rasp coral,Coral raspa,Corail lime
OIY,Pocillopora eydouxi,Elkhorn cora,Cuerno de anta,Corne d'elan
OIZ,Ophioderma longicauda,,,
OJA,Austrorossia antillensis,Antilles bobtail squid,Globito antillano,Sépiole mignonne
OJB,Austrorossia bipapillata,Big-eyed bobtail squid,Globito ojos grandes,Sépiole à gros yeux
OJC,Oxyjulis californica,Señorita,,
OJD,Loligo duvauceli,Indian squid,Calamar índico,Calmar indien
OJE,Loligo edulis,Swordtip squid,Calamar espada,Calmar épée
OJF,Ophiocten amitinum,,,
OJG,Austrorossia australis,Big bottom bobtail squid,Globito austral,Sépiole australe
OJH,Loligo chinensis,Mitre squid,Calamar mitrado,Calmar mitre
OJI,Loligo sibogae,Siboga squid,Calamar siboga,Calmar siboga
OJJ,Loligo japonica,Japanese squid,Calamar japonés,Calmar japonais
OJK,Loligo kobiensis,Kobi squid,Calamar kobí,Calmar kobi
OJL,Loligo ocula,Bigeye inshore squid,Calamar ojigrande,Calmar à gros yeux
OJM,Loligo surinamensis,Surinam squid,Calamar surinamés,Calmar du Surinam
OJN,Uroteuthis singhalensis,Long barrel squid,Calamar buril,Calmar baril
OJO,Loligo plei,Slender inshore squid,Calamar flecha,Calmar flèche
OJP,Rossia pacifica,North Pacific bobtail squid,Globito del Pacífico boreal,Sépiole du Pacifique boréal
OJQ,Pocillopora meandrina,Brocoli coral,Coral brocoli,Corail brocoli
OJR,Loligo roperi,Island inshore squid,Calamar insular,Calmar créole
OJS,Loligo sanpaulensis,Sao Paulo squid,Calamar de Sao Paulo,Calmar de Sao Paulo
OJT,Rossia tortugaensis,Tortuga bobtail squid,Globito de Tortugas,Sépiole de la Tortue
OJU,Rossia bullisi,Bully bobtail squid,Globito cabezudo,Sépiole bouledogue
OJV,Ophiomisidium speciosum,,,
OJX,Oplegnathus spp,,,
OJY,Loligo uyii,Little squid,Calamar balilla,Calmar mignon
OJZ,Ombellula spp,,,
OKA,Ornithoteuthis antillarum,Atlantic bird squid,Pota pajara,Encornet oiseau
OKB,Ompok bimaculatus,Butter catfish,,
OKC,Macoma constricta,Constricted macoma,,
OKD,Loliolopsis diomedeae,Dart squid,Calamar dardo,Calmar fléchette
OKE,Octopus tetricus,Gloomy octopus,Pulpo tétrico,Poulpe sombre
OKF,Solieria filiformis,,,
OKG,Plocamium cartilagineum,Plocamium,Plocamio,Plocamium
OKH,Octopus tehuelchus,Tehuelche octopus,Pulpo tehuelche,Poulpe téhuelche
OKI,Orconectes immunis,Calico crayfish,,
OKJ,Octopus variabilis,Whiparm octopus,Pulpo antenado,Poulpe fouet
OKK,Tonicia schrammi,Gold-flecked chiton,,
OKL,Ornithoteuthis volatilis,Shiny bird squid,Pota planeadora,Encornet planeur
OKM,Polinices mammilla,Pear-shaped moon snail,,Natice pyriforme
OKN,Orconectes nais,,,
OKO,Orconectes propinquus,Northern clearwater crayfish,,
OKP,Ompok pabda,,,
OKQ,Pterocladiella capillacea,Spanish agar,Agar plumoso,Agar penne
OKR,Orconectes rusticus,Rusty crayfish,,
OKS,Octopoteuthis sicula,Ruppell's octopus squid,Pulpito volador,Encornet-poulpe de Ruppell
OKT,Octopus tenuicirrus,,,
OKU,Polinices melanostomus,Blackmouth moon snail,,Natice bouche-noire
OKV,Orconectes virilis,Virile crayfish,,
OKW,Coreoperca kawamebari,,,
OKX,Oneirodidae,Dreamers nei,,
OKY,Polinices didyma,Bladder moon snail,,Natice bicolore
OKZ,Octopus zonatus,Atlantic banded octopus,Pulpo acebrado,Poulpe zèbre
OLA,Lepophidium aporrhox,,Perla lucia,Brotule sombre
OLB,Lamprogrammus brunswigi,,,
OLC,Polymetme corythaeola,,,
OLD,Collichthys lucidus,,,
OLE,Polycentropsis abbreviata,African leaffish,,
OLF,Oplegnathus fasciatus,,,
OLG,Oligoplites refulgens,Shortjaw leatherjacket,Zapatero raspa balsa,Sapater violine
OLH,Oligosarcus hepsetus,,,
OLI,Oligoplites saurus,Leatherjacket,Zapatero sietecueros,Sauteur cuir
OLJ,Solea humilis,,,
OLK,Solea bleekeri,Blackhand sole,,
OLL,Leuropharus lasiops,Acned snake-eel,,
OLM,Pollichthys mauli,,,
OLN,Collichthys niveatus,,,
OLO,Lactoria cornuta,Longhorn cowfish,,
OLP,Oligoplites palometa,Maracaibo leatherjacket,Zapatero palometa,Sauteur palomette
OLQ,Portlandia isonota,Kerguelen nut shell,Portlandia de Kerguelen,Portlandia de Kerguelen
OLR,Luciobrotula bartschi,,,
OLS,Oligoplites saliens,Castin leatherjacket,Zapatero castín,Sauteur castin
OLT,Oligoplites altus,Longjaw leatherjacket,Zapatero sierrita,Sauteur pelon
OLU,Oloplotosus luteus,Pale yellow tandan,,
OLV,Paromola cuvieri,Paromola,Paromola,Paromole
OLW,Ophionotus hexactis,,,
OLX,Polydactylus sexfilis,Sixfinger threadfin,Barbudo de seis dedos,Barbure à six doigts
OLY,Oligocottus snyderi,Fluffy sculpin,,
OLZ,Polinices sebae,Seba's moon snail,,Natice de Seba
OMA,Marcusenius macrolepidotus,Bulldog,,
OMB,Boulengeromyrus knoepffleri,,,
OMC,Campylomormyrus elephas,,,
OMD,Pollimyrus isidori,,,
OME,Petrocephalus catostoma,Churchill,,
OMF,Muraenichthys gymnotus,Indo-Pacific slender worm-eel,,
OMG,Genyomyrus donnyi,,,
OMH,Gnathonemus petersii,Elephantnose fish,,
OMI,Isichthys henryi,,,
OMJ,Paramormyrops jacksoni,Ghost stonebasher,,
OMK,Pomacentrus bankanensis,Speckled damselfish,,
OML,Ocynectes maschalis,,,
OMM,Ommastrephes spp,Flying squids nei,Potas voladoras nep,Faux encornets nca
OMN,Monomitopus agassizii,,,
OMO,Mormyrus rume,,,
OMP,Hippopotamyrus discorhynchus,Zambesi parrotfish,,
OMQ,Macropinna microstoma,Barreleye,,
OMR,Marcusenius abadii,,,
OMT,Stomatorhinus ater,,,
OMU,Hyperopisus bebe,,,
OMV,Ivindomyrus opdenboschi,,,
OMW,Omosudis lowei,Omosudid,,
OMX,Solemya togata,Mediterranean awning clam,Navaja dentada,Solemye méditerranéenne
